,municipality,gender,age_group,N
1541,Ikast-Brande,Men,65-69,1184
1542,Ikast-Brande,Men,70-74,1088
1543,Ikast-Brande,Men,75-79,1002
1544,Ikast-Brande,Men,80-84,702
1545,Ikast-Brande,Men,85-89,308
1546,Ikast-Brande,Men,90-94,87
1547,Ikast-Brande,Women,100+,53
1548,Ikast-Brande,Women,15-19,1195
1549,Ikast-Brande,Women,20-24,754
1550,Ikast-Brande,Women,25-29,743
1551,Ikast-Brande,Women,30-34,988
1552,Ikast-Brande,Women,35-39,991
1553,Ikast-Brande,Women,40-44,988
1554,Ikast-Brande,Women,45-49,1078
1555,Ikast-Brande,Women,50-54,1250
1556,Ikast-Brande,Women,55-59,1253
1557,Ikast-Brande,Women,60-64,1365
1558,Ikast-Brande,Women,65-69,1163
1559,Ikast-Brande,Women,70-74,1045
1560,Ikast-Brande,Women,75-79,1052
1561,Ikast-Brande,Women,80-84,812
1562,Ikast-Brande,Women,85-89,409
1563,Ikast-Brande,Women,90-94,173
1564,Ishøj,Men,100+,6
1565,Ishøj,Men,15-19,652
1566,Ishøj,Men,20-24,545
1567,Ishøj,Men,25-29,559
1568,Ishøj,Men,30-34,527
1569,Ishøj,Men,35-39,488
1570,Ishøj,Men,40-44,487
1571,Ishøj,Men,45-49,523
1572,Ishøj,Men,50-54,544
1573,Ishøj,Men,55-59,534
1574,Ishøj,Men,60-64,591
1575,Ishøj,Men,65-69,443
1576,Ishøj,Men,70-74,349
1577,Ishøj,Men,75-79,403
1578,Ishøj,Men,80-84,288
1579,Ishøj,Men,85-89,120
1580,Ishøj,Men,90-94,24
1581,Ishøj,Women,100+,7
1582,Ishøj,Women,15-19,615
1583,Ishøj,Women,20-24,528
1584,Ishøj,Women,25-29,546
1585,Ishøj,Women,30-34,538
1586,Ishøj,Women,35-39,467
1587,Ishøj,Women,40-44,460
1588,Ishøj,Women,45-49,502
1589,Ishøj,Women,50-54,556
1590,Ishøj,Women,55-59,559
1591,Ishøj,Women,60-64,534
1592,Ishøj,Women,65-69,431
1593,Ishøj,Women,70-74,405
1594,Ishøj,Women,75-79,493
1595,Ishøj,Women,80-84,333
1596,Ishøj,Women,85-89,143
1597,Ishøj,Women,90-94,48
1598,Jammerbugt,Men,100+,16
1599,Jammerbugt,Men,15-19,1135
1600,Jammerbugt,Men,20-24,800
1601,Jammerbugt,Men,25-29,679
1602,Jammerbugt,Men,30-34,945
1603,Jammerbugt,Men,35-39,918
1604,Jammerbugt,Men,40-44,880
1605,Jammerbugt,Men,45-49,1098
1606,Jammerbugt,Men,50-54,1249
1607,Jammerbugt,Men,55-59,1253
1608,Jammerbugt,Men,60-64,1418
1609,Jammerbugt,Men,65-69,1280
1610,Jammerbugt,Men,70-74,1151
1611,Jammerbugt,Men,75-79,1117
1612,Jammerbugt,Men,80-84,816
1613,Jammerbugt,Men,85-89,339
1614,Jammerbugt,Men,90-94,107
1615,Jammerbugt,Women,100+,45
1616,Jammerbugt,Women,15-19,1027
1617,Jammerbugt,Women,20-24,597
1618,Jammerbugt,Women,25-29,616
1619,Jammerbugt,Women,30-34,919
1620,Jammerbugt,Women,35-39,913
1621,Jammerbugt,Women,40-44,879
1622,Jammerbugt,Women,45-49,1004
1623,Jammerbugt,Women,50-54,1192
1624,Jammerbugt,Women,55-59,1327
1625,Jammerbugt,Women,60-64,1381
1626,Jammerbugt,Women,65-69,1223
1627,Jammerbugt,Women,70-74,1255
1628,Jammerbugt,Women,75-79,1159
1629,Jammerbugt,Women,80-84,888
1630,Jammerbugt,Women,85-89,419
1631,Jammerbugt,Women,90-94,181
1632,Kalundborg,Men,100+,26
1633,Kalundborg,Men,15-19,1339
1634,Kalundborg,Men,20-24,1094
1635,Kalundborg,Men,25-29,966
1636,Kalundborg,Men,30-34,1205
1637,Kalundborg,Men,35-39,1091
1638,Kalundborg,Men,40-44,1042
1639,Kalundborg,Men,45-49,1288
1640,Kalundborg,Men,50-54,1560
1641,Kalundborg,Men,55-59,1815
1642,Kalundborg,Men,60-64,1783
1643,Kalundborg,Men,65-69,1599
1644,Kalundborg,Men,70-74,1456
1645,Kalundborg,Men,75-79,1389
1646,Kalundborg,Men,80-84,914
1647,Kalundborg,Men,85-89,422
1648,Kalundborg,Men,90-94,116
1649,Kalundborg,Women,100+,61
1650,Kalundborg,Women,15-19,1220
1651,Kalundborg,Women,20-24,867
1652,Kalundborg,Women,25-29,832
1653,Kalundborg,Women,30-34,1084
1654,Kalundborg,Women,35-39,1047
1655,Kalundborg,Women,40-44,1037
1656,Kalundborg,Women,45-49,1254
1657,Kalundborg,Women,50-54,1599
1658,Kalundborg,Women,55-59,1735
1659,Kalundborg,Women,60-64,1840
1660,Kalundborg,Women,65-69,1655
1661,Kalundborg,Women,70-74,1483
1662,Kalundborg,Women,75-79,1448
1663,Kalundborg,Women,80-84,1095
1664,Kalundborg,Women,85-89,522
1665,Kalundborg,Women,90-94,233
1666,Kerteminde,Men,100+,7
1667,Kerteminde,Men,15-19,669
1668,Kerteminde,Men,20-24,441
1669,Kerteminde,Men,25-29,377
1670,Kerteminde,Men,30-34,588
1671,Kerteminde,Men,35-39,555
1672,Kerteminde,Men,40-44,524
1673,Kerteminde,Men,45-49,599
1674,Kerteminde,Men,50-54,752
1675,Kerteminde,Men,55-59,878
1676,Kerteminde,Men,60-64,933
1677,Kerteminde,Men,65-69,733
1678,Kerteminde,Men,70-74,717
1679,Kerteminde,Men,75-79,642
1680,Kerteminde,Men,80-84,517
1681,Kerteminde,Men,85-89,258
1682,Kerteminde,Men,90-94,85
1683,Kerteminde,Women,100+,36
1684,Kerteminde,Women,15-19,609
1685,Kerteminde,Women,20-24,389
1686,Kerteminde,Women,25-29,380
1687,Kerteminde,Women,30-34,598
1688,Kerteminde,Women,35-39,574
1689,Kerteminde,Women,40-44,462
1690,Kerteminde,Women,45-49,580
1691,Kerteminde,Women,50-54,811
1692,Kerteminde,Women,55-59,948
1693,Kerteminde,Women,60-64,922
1694,Kerteminde,Women,65-69,778
1695,Kerteminde,Women,70-74,756
1696,Kerteminde,Women,75-79,768
1697,Kerteminde,Women,80-84,641
1698,Kerteminde,Women,85-89,344
1699,Kerteminde,Women,90-94,157
1700,Kolding,Men,100+,35
1701,Kolding,Men,15-19,2882
1702,Kolding,Men,20-24,2412
1703,Kolding,Men,25-29,2210
1704,Kolding,Men,30-34,2620
1705,Kolding,Men,35-39,2447
1706,Kolding,Men,40-44,2228
1707,Kolding,Men,45-49,2572
1708,Kolding,Men,50-54,3108
1709,Kolding,Men,55-59,3163
1710,Kolding,Men,60-64,2938
1711,Kolding,Men,65-69,2479
1712,Kolding,Men,70-74,2138
1713,Kolding,Men,75-79,1926
1714,Kolding,Men,80-84,1419
1715,Kolding,Men,85-89,674
1716,Kolding,Men,90-94,192
1717,Kolding,Women,100+,100
1718,Kolding,Women,15-19,2885
1719,Kolding,Women,20-24,2174
1720,Kolding,Women,25-29,2169
1721,Kolding,Women,30-34,2416
1722,Kolding,Women,35-39,2428
1723,Kolding,Women,40-44,2144
1724,Kolding,Women,45-49,2706
1725,Kolding,Women,50-54,3191
1726,Kolding,Women,55-59,3046
1727,Kolding,Women,60-64,2923
1728,Kolding,Women,65-69,2480
1729,Kolding,Women,70-74,2321
1730,Kolding,Women,75-79,2251
1731,Kolding,Women,80-84,1694
1732,Kolding,Women,85-89,918
1733,Kolding,Women,90-94,384
1734,Køge,Men,100+,17
1735,Køge,Men,15-19,1906
1736,Køge,Men,20-24,1476
1737,Køge,Men,25-29,1334
1738,Køge,Men,30-34,1760
1739,Køge,Men,35-39,1661
1740,Køge,Men,40-44,1344
1741,Køge,Men,45-49,1572
1742,Køge,Men,50-54,2131
1743,Køge,Men,55-59,2245
1744,Køge,Men,60-64,2148
1745,Køge,Men,65-69,1525
1746,Køge,Men,70-74,1258
1747,Køge,Men,75-79,1347
1748,Køge,Men,80-84,1064
1749,Køge,Men,85-89,466
1750,Køge,Men,90-94,123
1751,Køge,Women,100+,66
1752,Køge,Women,15-19,1760
1753,Køge,Women,20-24,1357
1754,Køge,Women,25-29,1192
1755,Køge,Women,30-34,1741
1756,Køge,Women,35-39,1602
1757,Køge,Women,40-44,1461
1758,Køge,Women,45-49,1647
1759,Køge,Women,50-54,2300
1760,Køge,Women,55-59,2338
1761,Køge,Women,60-64,2060
1762,Køge,Women,65-69,1597
1763,Køge,Women,70-74,1468
1764,Køge,Women,75-79,1715
1765,Køge,Women,80-84,1387
1766,Køge,Women,85-89,634
1767,Køge,Women,90-94,211
1768,Langeland,Men,100+,15
1769,Langeland,Men,15-19,237
1770,Langeland,Men,20-24,198
1771,Langeland,Men,25-29,175
1772,Langeland,Men,30-34,191
1773,Langeland,Men,35-39,206
1774,Langeland,Men,40-44,219
1775,Langeland,Men,45-49,275
1776,Langeland,Men,50-54,340
1777,Langeland,Men,55-59,437
1778,Langeland,Men,60-64,522
1779,Langeland,Men,65-69,539
1780,Langeland,Men,70-74,579
1781,Langeland,Men,75-79,526
1782,Langeland,Men,80-84,339
1783,Langeland,Men,85-89,135
1784,Langeland,Men,90-94,54
1785,Langeland,Women,100+,30
1786,Langeland,Women,15-19,199
1787,Langeland,Women,20-24,147
1788,Langeland,Women,25-29,112
1789,Langeland,Women,30-34,162
1790,Langeland,Women,35-39,183
1791,Langeland,Women,40-44,237
1792,Langeland,Women,45-49,247
1793,Langeland,Women,50-54,371
1794,Langeland,Women,55-59,428
1795,Langeland,Women,60-64,501
1796,Langeland,Women,65-69,583
1797,Langeland,Women,70-74,542
1798,Langeland,Women,75-79,491
1799,Langeland,Women,80-84,353
1800,Langeland,Women,85-89,218
1801,Langeland,Women,90-94,101
1802,Lejre,Men,100+,9
1803,Lejre,Men,15-19,889
1804,Lejre,Men,20-24,549
1805,Lejre,Men,25-29,422
1806,Lejre,Men,30-34,644
1807,Lejre,Men,35-39,808
1808,Lejre,Men,40-44,753
1809,Lejre,Men,45-49,834
1810,Lejre,Men,50-54,1038
1811,Lejre,Men,55-59,1034
1812,Lejre,Men,60-64,1063
1813,Lejre,Men,65-69,905
1814,Lejre,Men,70-74,744
1815,Lejre,Men,75-79,756
1816,Lejre,Men,80-84,560
1817,Lejre,Men,85-89,243
1818,Lejre,Men,90-94,53
1819,Lejre,Women,100+,31
1820,Lejre,Women,15-19,849
1821,Lejre,Women,20-24,488
1822,Lejre,Women,25-29,415
1823,Lejre,Women,30-34,679
1824,Lejre,Women,35-39,876
1825,Lejre,Women,40-44,730
1826,Lejre,Women,45-49,863
1827,Lejre,Women,50-54,1053
1828,Lejre,Women,55-59,1050
1829,Lejre,Women,60-64,1033
1830,Lejre,Women,65-69,864
1831,Lejre,Women,70-74,812
1832,Lejre,Women,75-79,815
1833,Lejre,Women,80-84,566
1834,Lejre,Women,85-89,272
1835,Lejre,Women,90-94,128
1836,Lemvig,Men,100+,8
1837,Lemvig,Men,15-19,462
1838,Lemvig,Men,20-24,434
1839,Lemvig,Men,25-29,319
1840,Lemvig,Men,30-34,361
1841,Lemvig,Men,35-39,404
1842,Lemvig,Men,40-44,348
1843,Lemvig,Men,45-49,434
1844,Lemvig,Men,50-54,556
1845,Lemvig,Men,55-59,708
1846,Lemvig,Men,60-64,758
1847,Lemvig,Men,65-69,722
