,birthyear,age,municipality,mun_code,number_of_children,Q91,gender,marital_status,living_situation,interest_in_politics,days_per_week_tv_news,days_per_week_newspaper,turnout_in_2022,vote_in_2022,vote_in_2019,party_attachment_strength,class_differences_perception,gross_annual_income,economic_security,social_class_identity,union_membership,employment_sector,school_education,higher_education
2179,1975.0,51.0,Silkeborg,740.0,1.0,1.0,Women,In a steady relationship,Living with cohabitant,Somewhat interested,7.0,7.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,"200,000-249,999 kr.",Secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
2180,1975.0,51.0,Silkeborg,740.0,1.0,1.0,Men,Married,Living with spouse,Very interested,6.0,2.0,Voted,O: Dansk Folkeparti,O: Dansk Folkeparti,Not strongly convinced supporter,No,"350,000-399,999 kr.",Secure,,"Yes, member of a labor union",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
2181,1978.0,48.0,Silkeborg,740.0,2.0,3.0,Other,Divorced,Living with other adults,Very interested,0.0,3.0,"I usually vote, did not vote",Did not vote,V: Venstre,,Yes,"150,000-199,999 kr.",Insecure,,"No, not a member",Publicly employed,H1020 Primary school 7th-9th grade,
2182,1980.0,46.0,Silkeborg,740.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,5.0,7.0,Voted,V: Venstre,A: Socialdemokraterne,,Yes,"500,000-599,999 kr.",Secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
2183,1980.0,46.0,Silkeborg,740.0,1.0,1.0,Men,Divorced,Living alone,Very interested,7.0,7.0,Voted,Å: Alternativet,Å: Alternativet,,Yes,"500,000-599,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
2184,1981.0,45.0,Silkeborg,740.0,1.0,1.0,Women,Married,Living with spouse,Only slightly interested,3.0,7.0,Voted,V: Venstre,,,,"100,000-149,999 kr.",Secure,Middle class,,,H30 – Vocational Education and Training (VET),H30 Vocational Education and Training (VET)
2185,1981.0,45.0,Silkeborg,740.0,2.0,1.0,Men,Single,Living alone,Only slightly interested,4.0,7.0,,Æ: Danmarksdemokraterne,D: Nye Borgerlige,,Yes,"500,000-599,999 kr.",Neither secure nor insecure,Working class,"Yes, member of a labor union",,H1030 Primary school 10th grade,H30 Vocational Education and Training (VET)
2186,1981.0,45.0,Silkeborg,740.0,1.0,3.0,Women,Divorced,Living alone,Somewhat interested,,3.0,,Æ: Danmarksdemokraterne,O: Dansk Folkeparti,,Yes,"250,000-299,999 kr.",Insecure,Working class,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",
2187,1983.0,43.0,Silkeborg,740.0,1.0,1.0,Women,In a steady relationship,Living with cohabitant,Somewhat interested,1.0,1.0,,Did not vote,F: SF - Socialistisk Folkeparti,,Yes,"700,000-799,999 kr.",Very secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
2188,1986.0,40.0,Silkeborg,740.0,1.0,,Men,Married,Living with spouse,Somewhat interested,7.0,7.0,Voted,F: SF - Socialistisk Folkeparti,A: Socialdemokraterne,,Yes,,,,,,,
2189,1988.0,38.0,Silkeborg,740.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,4.0,0.0,,V: Venstre,V: Venstre,,No,"250,000-299,999 kr.",Secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
2190,1989.0,37.0,Silkeborg,740.0,1.0,1.0,Men,Married,Living with spouse,Somewhat interested,1.0,0.0,,F: SF - Socialistisk Folkeparti,F: SF - Socialistisk Folkeparti,,,"400,000-449,999 kr.",Secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
2191,1989.0,37.0,Silkeborg,740.0,2.0,1.0,Women,In a steady relationship,Living with cohabitant,Somewhat interested,1.0,7.0,,V: Venstre,V: Venstre,,Yes,"200,000-249,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
2192,1989.0,37.0,Silkeborg,740.0,2.0,1.0,Women,In a steady relationship,Living alone,Only slightly interested,0.0,4.0,Voted,,V: Venstre,Strongly convinced supporter,Yes,,Insecure,Middle class,"Yes, member of a labor union",,H1030 Primary school 10th grade,H30 Vocational Education and Training (VET)
2193,1990.0,36.0,Silkeborg,740.0,1.0,,Women,Married,Living with spouse,Very interested,2.0,,,F: SF - Socialistisk Folkeparti,F: SF - Socialistisk Folkeparti,Strongly convinced supporter,Yes,"250,000-299,999 kr.",,,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",
2194,1991.0,35.0,Silkeborg,740.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,7.0,7.0,Voted,C: Det Konservative Folkeparti,B: Det Radikale Venstre,,Yes,"350,000-399,999 kr.",Secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
2195,1991.0,35.0,Silkeborg,740.0,1.0,1.0,Women,Married,Living with spouse,Only slightly interested,0.0,1.0,,V: Venstre,,,Yes,"300,000-349,999 kr.",Secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
2196,1992.0,34.0,Silkeborg,740.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,0.0,4.0,,V: Venstre,I: Liberal Alliance,,Yes,"300,000-349,999 kr.",Secure,,"Yes, member of a labor union",Publicly employed,"H2020 Upper secondary education, General (hhx, htx)",H50 Vocational bachelors educations
2197,1992.0,34.0,Silkeborg,740.0,1.0,1.0,Women,Married,Living with spouse,Only slightly interested,0.0,0.0,Voted,Ø: Enhedslisten,,,Yes,"350,000-399,999 kr.",Insecure,,"Yes, member of a labor union",,H90 Not stated,H30 Vocational Education and Training (VET)
2198,2000.0,26.0,Silkeborg,740.0,2.0,4.0,Women,Single,Living alone,Only slightly interested,2.0,0.0,,F: SF - Socialistisk Folkeparti,A: Socialdemokraterne,,Yes,"250,000-299,999 kr.",Neither secure nor insecure,Middle class,"Yes, member of a labor union",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",
2199,2000.0,26.0,Silkeborg,740.0,1.0,2.0,Men,Single,Living with other adults,Only slightly interested,0.0,0.0,,I: Liberal Alliance,Voted blank,Not strongly convinced supporter,No,"1,200,000 kr. or more",Neither secure nor insecure,,"No, not a member",,H1020 Primary school 7th-9th grade,
2200,2002.0,24.0,Silkeborg,740.0,2.0,,Men,Single,Living with other adults,Somewhat interested,0.0,1.0,,Ø: Enhedslisten,Did not vote,,Yes,"Under 100,000 kr.",Very secure,Middle class,"No, not a member",Publicly employed,H90 Not stated,
2201,2003.0,23.0,Silkeborg,740.0,2.0,4.0,Women,In a steady relationship,Living with other adults,Only slightly interested,0.0,1.0,Voted,A: Socialdemokratiet,Did not vote,,Yes,,Secure,,"No, not a member",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",
2202,2004.0,22.0,Silkeborg,740.0,2.0,,Women,Single,Living with other adults,Only slightly interested,3.0,2.0,Voted,A: Socialdemokratiet,Did not vote,,Yes,"Under 100,000 kr.",Very insecure,Working class,"No, not a member",Publicly employed,H90 Not stated,
2203,2004.0,22.0,Silkeborg,740.0,2.0,,Women,Single,Living with other adults,Somewhat interested,6.0,5.0,,V: Venstre,Did not vote,,,"Under 100,000 kr.",Neither secure nor insecure,,"No, not a member",Publicly employed,H90 Not stated,
2204,1949.0,77.0,,,2.0,1.0,Women,Married,Living with spouse,Very interested,5.0,7.0,,V: Venstre,V: Venstre,,Yes,"350,000-399,999 kr.",Secure,Middle class,"No, not a member",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
2205,1969.0,57.0,,,1.0,,Women,Married,Living with spouse,Very interested,,7.0,,Ø: Enhedslisten,F: SF - Socialistisk Folkeparti,,Yes,"200,000-249,999 kr.",Secure,Middle class,"No, not a member",,H90 Not stated,
2206,1940.0,86.0,Skanderborg,746.0,2.0,1.0,Women,Married,Living with spouse,Very interested,7.0,7.0,,A: Socialdemokratiet,V: Venstre,,,"100,000-149,999 kr.",Secure,,"No, not a member",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H30 Vocational Education and Training (VET)
2207,1941.0,85.0,Skanderborg,746.0,1.0,4.0,Women,Married,Living with spouse,Very interested,7.0,7.0,Voted,V: Venstre,V: Venstre,Strongly convinced supporter,Yes,"200,000-249,999 kr.",Neither secure nor insecure,,"No, not a member",Publicly employed,H1010 Primary school through to 6th grade,
2208,1942.0,84.0,Skanderborg,746.0,1.0,1.0,Men,Married,Living with spouse,Only slightly interested,7.0,7.0,Voted,M: Moderaterne,V: Venstre,,Yes,"250,000-299,999 kr.",Secure,,"No, not a member",Other/Not in workforce,"H2010 Upper secondary education, General (stx, hf, student courses)",H30 Vocational Education and Training (VET)
2209,1949.0,77.0,Skanderborg,746.0,1.0,2.0,Women,Married,Living with spouse,Somewhat interested,7.0,7.0,Voted,C: Det Konservative Folkeparti,C: Det Konservative Folkeparti,Not strongly convinced supporter,Yes,,Very secure,,"No, not a member",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",
2210,1960.0,66.0,Skanderborg,746.0,1.0,1.0,Men,Married,Living with spouse,Only slightly interested,5.0,0.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,"700,000-799,999 kr.",Secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",
2211,1963.0,63.0,Skanderborg,746.0,2.0,1.0,Women,Married,Living with spouse,Somewhat interested,5.0,3.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,"150,000-199,999 kr.",,,"No, not a member",,H90 Not stated,H30 Vocational Education and Training (VET)
2212,1965.0,61.0,Skanderborg,746.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,2.0,4.0,,F: SF - Socialistisk Folkeparti,F: SF - Socialistisk Folkeparti,,Yes,"450,000-499,999 kr.",Very secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
2213,1968.0,58.0,Skanderborg,746.0,2.0,1.0,Women,In a steady relationship,Living with cohabitant,Only slightly interested,7.0,7.0,,Æ: Danmarksdemokraterne,B: Det Radikale Venstre,,Yes,"400,000-449,999 kr.",Very secure,,"Yes, member of a labor union",,H90 Not stated,H30 Vocational Education and Training (VET)
2214,1970.0,56.0,Skanderborg,746.0,2.0,1.0,Men,Married,Living with spouse,Somewhat interested,6.0,2.0,,B: Det Radikale Venstre,B: Det Radikale Venstre,Not strongly convinced supporter,Yes,"700,000-799,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
2215,1972.0,54.0,Skanderborg,746.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,4.0,0.0,Voted,V: Venstre,B: Det Radikale Venstre,Strongly convinced supporter,Yes,"350,000-399,999 kr.",Secure,Middle class,"No, not a member",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
2216,1976.0,50.0,Skanderborg,746.0,1.0,1.0,Men,Married,Living with spouse,Only slightly interested,3.0,7.0,,M: Moderaterne,V: Venstre,,Yes,"600,000-699,999 kr.",Secure,Middle class,"Yes, member of a labor union",,H1030 Primary school 10th grade,H60 Bachelors programs
2217,1979.0,47.0,Skanderborg,746.0,2.0,1.0,Women,Single,Living with other adults,Only slightly interested,4.0,2.0,Voted,A: Socialdemokratiet,Ø: Enhedslisten,,Yes,"100,000-149,999 kr.",Very insecure,,"No, not a member",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
2218,1979.0,47.0,Skanderborg,746.0,1.0,1.0,Men,Married,Living with spouse,Somewhat interested,1.0,3.0,,I: Liberal Alliance,B: Det Radikale Venstre,,Yes,"1,000,000-1,199,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
2219,1981.0,45.0,Skanderborg,746.0,1.0,1.0,Men,Married,Living with spouse,Somewhat interested,4.0,1.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,"500,000-599,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
2220,1983.0,43.0,Skanderborg,746.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,4.0,5.0,,C: Det Konservative Folkeparti,C: Det Konservative Folkeparti,,Yes,"400,000-449,999 kr.",Secure,,"Yes, member of a labor union",,H30 – Vocational Education and Training (VET),H30 Vocational Education and Training (VET)
2221,1983.0,43.0,Skanderborg,746.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,3.0,5.0,,F: SF - Socialistisk Folkeparti,Å: Alternativet,,Yes,"300,000-349,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
2222,1984.0,42.0,Skanderborg,746.0,1.0,1.0,Men,Married,Living with spouse,Somewhat interested,5.0,3.0,Voted,A: Socialdemokratiet,K: Kristendemokraterne,,Yes,"700,000-799,999 kr.",Very secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
2223,1985.0,41.0,Skanderborg,746.0,1.0,3.0,Men,Married,Living with spouse,Very interested,1.0,7.0,Voted,F: SF - Socialistisk Folkeparti,Å: Alternativet,,Yes,"300,000-349,999 kr.",Secure,,"No, not a member",,"H2020 Upper secondary education, General (hhx, htx)",
2224,1985.0,41.0,Skanderborg,746.0,2.0,1.0,Men,Single,Living alone,Only slightly interested,6.0,0.0,,Æ: Danmarksdemokraterne,C: Det Konservative Folkeparti,,Yes,"150,000-199,999 kr.",Insecure,,"Yes, member of a labor union",Publicly employed,"H2020 Upper secondary education, General (hhx, htx)",H30 Vocational Education and Training (VET)
2225,1985.0,41.0,Skanderborg,746.0,2.0,,Men,Single,Living with other adults,Only slightly interested,0.0,0.0,,Did not vote,E: Klaus Riskær Pedersen,,Yes,,,,,,,
2226,1986.0,40.0,Skanderborg,746.0,1.0,1.0,Women,In a steady relationship,Living with cohabitant,Only slightly interested,3.0,5.0,,M: Moderaterne,A: Socialdemokraterne,,Yes,"300,000-349,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
2227,1987.0,39.0,Skanderborg,746.0,1.0,1.0,Men,Married,Living with spouse,Very interested,7.0,7.0,,F: SF - Socialistisk Folkeparti,Å: Alternativet,Not strongly convinced supporter,Yes,"500,000-599,999 kr.",Very secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
2228,1991.0,35.0,Skanderborg,746.0,1.0,1.0,Men,Married,Living with spouse,Somewhat interested,2.0,0.0,Voted,B: Det Radikale Venstre,,,Yes,"350,000-399,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",H70 Masters programs
2229,1992.0,34.0,Skanderborg,746.0,2.0,1.0,Men,Single,Living alone,Somewhat interested,3.0,6.0,,M: Moderaterne,B: Det Radikale Venstre,,Yes,"350,000-399,999 kr.",Secure,,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",H70 Masters programs
2230,2002.0,24.0,Skanderborg,746.0,2.0,4.0,Women,Single,Living with other adults,Somewhat interested,5.0,1.0,Voted,I: Liberal Alliance,Did not vote,,Yes,"250,000-299,999 kr.",Neither secure nor insecure,,,,"H2010 Upper secondary education, General (stx, hf, student courses)",
2231,2002.0,24.0,Skanderborg,746.0,2.0,4.0,Men,Single,Living with other adults,Somewhat interested,0.0,0.0,Voted,Å: Alternativet,Å: Alternativet,,Yes,"Under 100,000 kr.",Very secure,,"No, not a member",,"H2010 Upper secondary education, General (stx, hf, student courses)",
2232,2003.0,23.0,Skanderborg,746.0,1.0,,Men,Single,Living with spouse,Only slightly interested,,0.0,Voted,I: Liberal Alliance,Did not vote,,,,,,"No, not a member",,,
2233,2003.0,23.0,Skanderborg,746.0,1.0,4.0,Men,In a steady relationship,Living with other adults,Somewhat interested,0.0,2.0,Voted,Ø: Enhedslisten,Did not vote,,Yes,"Under 100,000 kr.",Neither secure nor insecure,Working class,"Yes, member of a labor union",Publicly employed,"H2020 Upper secondary education, General (hhx, htx)",
2234,1932.0,94.0,Aarhus,751.0,1.0,,Men,Widow/widower,Living alone,Somewhat interested,7.0,5.0,Voted,K: Kristendemokraterne,A: Socialdemokraterne,,Yes,"300,000-349,999 kr.",Neither secure nor insecure,Working class,"No, not a member",Self-employed,H1010 Primary school through to 6th grade,H40 Short cycle higher education
2235,1934.0,92.0,Aarhus,751.0,2.0,,Women,Widow/widower,Living alone,Somewhat interested,7.0,3.0,Voted,Æ: Danmarksdemokraterne,C: Det Konservative Folkeparti,,Yes,"200,000-249,999 kr.",Secure,,"Yes, member of a labor union",Self-employed,H1010 Primary school through to 6th grade,
2236,1936.0,90.0,Aarhus,751.0,2.0,1.0,Women,Married,Living with spouse,Somewhat interested,7.0,7.0,Voted,C: Det Konservative Folkeparti,C: Det Konservative Folkeparti,Not strongly convinced supporter,No,,Very secure,,"No, not a member",Privately employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H30 Vocational Education and Training (VET)
2237,1937.0,89.0,Aarhus,751.0,1.0,,Men,Married,Living with spouse,Only slightly interested,7.0,7.0,Voted,A: Socialdemokratiet,C: Det Konservative Folkeparti,,Yes,"100,000-149,999 kr.",,,"No, not a member",,,
2238,1939.0,87.0,Aarhus,751.0,2.0,1.0,Women,Divorced,Living alone,Very interested,7.0,7.0,,A: Socialdemokratiet,A: Socialdemokraterne,Strongly convinced supporter,Yes,"150,000-199,999 kr.",Secure,Middle class,"Yes, member of a labor union",Self-employed,H1020 Primary school 7th-9th grade,H30 Vocational Education and Training (VET)
