party,municipality,year,N,N_pct
Ø: Enhedslisten,Stevns,2022,457,0.030262896496920735
Ø: Enhedslisten,Sorø,2022,641,0.034186666666666664
Ø: Enhedslisten,Lejre,2022,809,0.04389820391773835
Ø: Enhedslisten,Lolland,2022,656,0.0274258957314269
Ø: Enhedslisten,Næstved,2022,1502,0.028848554691251322
Ø: Enhedslisten,Guldborgsund,2022,1111,0.029533733850816098
Ø: Enhedslisten,Vordingborg,2022,1223,0.04259543048202842
Ø: Enhedslisten,Bornholm,2022,1276,0.05173951828724353
Ø: Enhedslisten,Middelfart,2022,701,0.02740529340474608
Ø: Enhedslisten,Christiansø,2022,3,0.05084745762711865
Ø: Enhedslisten,Assens,2022,719,0.0282770283556849
Ø: Enhedslisten,Faaborg-Midtfyn,2022,1141,0.034983903112065
Ø: Enhedslisten,Kerteminde,2022,505,0.03305406466815028
Ø: Enhedslisten,Nyborg,2022,699,0.03456973293768546
Ø: Enhedslisten,Odense,2022,7143,0.057582548690829356
Ø: Enhedslisten,Svendborg,2022,2651,0.06995276670976594
Ø: Enhedslisten,Nordfyns,2022,372,0.02025812775690247
Ø: Enhedslisten,Langeland,2022,297,0.036885245901639344
Ø: Enhedslisten,Ærø,2022,259,0.06580284552845528
Ø: Enhedslisten,Haderslev,2022,809,0.024481767287032833
Ø: Enhedslisten,Billund,2022,203,0.013180106479677964
Ø: Enhedslisten,Sønderborg,2022,967,0.02229343415713759
Ø: Enhedslisten,Tønder,2022,335,0.01567471457982407
Ø: Enhedslisten,Esbjerg,2022,1897,0.02763614113807873
Ø: Enhedslisten,Fanø,2022,157,0.0666383701188455
Ø: Enhedslisten,Varde,2022,442,0.014701480126392816
Ø: Enhedslisten,Vejen,2022,404,0.016066812487572083
Ø: Enhedslisten,Aabenraa,2022,618,0.018388478933587242
Ø: Enhedslisten,Fredericia,2022,1010,0.032888309996743734
Ø: Enhedslisten,Horsens,2022,1905,0.035110676963341136
Ø: Enhedslisten,Kolding,2022,1510,0.027131434731830023
Ø: Enhedslisten,Vejle,2022,1964,0.027839990927905196
Ø: Enhedslisten,Herning,2022,1012,0.018642007147330802
Ø: Enhedslisten,Holstebro,2022,740,0.020338610378188213
Ø: Enhedslisten,Lemvig,2022,174,0.013850195017113747
Ø: Enhedslisten,Struer,2022,240,0.018148820326678767
Ø: Enhedslisten,Syddjurs,2022,1344,0.04794178497538703
Ø: Enhedslisten,Norddjurs,2022,735,0.03236459709379128
Ø: Enhedslisten,Favrskov,2022,929,0.030676264694227975
Ø: Enhedslisten,Odder,2022,761,0.05037399880849937
Ø: Enhedslisten,Randers,2022,1952,0.0325078688360784
Ø: Enhedslisten,Silkeborg,2022,2368,0.03829670240809924
Ø: Enhedslisten,Samsø,2022,170,0.06756756756756757
Ø: Enhedslisten,Skanderborg,2022,1591,0.039285890661267225
Ø: Enhedslisten,Aarhus,2022,18879,0.08442182741797725
Ø: Enhedslisten,Ikast-Brande,2022,416,0.017116524028966424
Ø: Enhedslisten,Ringkøbing-Skjern,2022,452,0.013281227044339318
Ø: Enhedslisten,Hedensted,2022,532,0.01816629673894485
Ø: Enhedslisten,Morsø,2022,235,0.018512683157397194
Ø: Enhedslisten,Skive,2022,516,0.018093835472333262
Ø: Enhedslisten,Thisted,2022,664,0.024789068916598222
Ø: Enhedslisten,Viborg,2022,1448,0.024396407932202248
Ø: Enhedslisten,Brønderslev,2022,412,0.018205921343349536
Ø: Enhedslisten,Frederikshavn,2022,626,0.017151624746561456
Ø: Enhedslisten,Vesthimmerlands,2022,290,0.013219071929984502
Ø: Enhedslisten,Læsø,2022,32,0.026016260162601626
Ø: Enhedslisten,Rebild,2022,501,0.025876762563917154
Ø: Enhedslisten,Mariagerfjord,2022,594,0.022727272727272728
Ø: Enhedslisten,Jammerbugt,2022,374,0.015386514172872012
Ø: Enhedslisten,Aalborg,2022,6212,0.04487239683032715
Ø: Enhedslisten,Hjørring,2022,1018,0.025496531169384128
I: Liberal Alliance,Copenhagen,2022,29623,0.08317212527901394
I: Liberal Alliance,Frederiksberg,2022,6023,0.09302217829122135
I: Liberal Alliance,Ballerup,2022,1772,0.06319318141293107
I: Liberal Alliance,Brøndby,2022,915,0.05227675255670457
I: Liberal Alliance,Dragør,2022,959,0.1052342806979041
I: Liberal Alliance,Gentofte,2022,6449,0.14360790077270805
I: Liberal Alliance,Gladsaxe,2022,2745,0.07307139434595113
I: Liberal Alliance,Glostrup,2022,973,0.07556694625660143
I: Liberal Alliance,Herlev,2022,988,0.06251977472631778
I: Liberal Alliance,Albertslund,2022,612,0.04449938195302843
I: Liberal Alliance,Hvidovre,2022,1762,0.06096042070301688
I: Liberal Alliance,Høje-Taastrup,2022,1756,0.0665983995145447
I: Liberal Alliance,Lyngby-Taarbæk,2022,3575,0.10401210322655727
I: Liberal Alliance,Rødovre,2022,1443,0.06368892615968574
I: Liberal Alliance,Ishøj,2022,525,0.052944735780556675
I: Liberal Alliance,Tårnby,2022,1599,0.06488394741113455
I: Liberal Alliance,Vallensbæk,2022,657,0.07692307692307693
I: Liberal Alliance,Furesø,2022,2192,0.08760290943969307
I: Liberal Alliance,Allerød,2022,1594,0.09617473150717992
I: Liberal Alliance,Fredensborg,2022,2358,0.09733344340790887
I: Liberal Alliance,Helsingør,2022,3254,0.08440109975618613
I: Liberal Alliance,Hillerød,2022,2869,0.08757363938829706
I: Liberal Alliance,Hørsholm,2022,2739,0.17048425245860824
I: Liberal Alliance,Rudersdal,2022,4957,0.1394570263046842
I: Liberal Alliance,Egedal,2022,2392,0.08592571305409871
I: Liberal Alliance,Frederikssund,2022,2142,0.07355769230769231
I: Liberal Alliance,Greve,2022,2513,0.0851575737038292
I: Liberal Alliance,Køge,2022,2895,0.0770930975713677
I: Liberal Alliance,Halsnæs,2022,1003,0.051725027074415966
I: Liberal Alliance,Roskilde,2022,4851,0.08570368538214197
I: Liberal Alliance,Solrød,2022,1709,0.1157859078590786
I: Liberal Alliance,Gribskov,2022,1997,0.07522790627589844
I: Liberal Alliance,Odsherred,2022,1042,0.048682489254344985
I: Liberal Alliance,Holbæk,2022,2922,0.0654203515056532
I: Liberal Alliance,Faxe,2022,1521,0.06722651933701658
I: Liberal Alliance,Kalundborg,2022,1531,0.05116123642439432
I: Liberal Alliance,Ringsted,2022,1296,0.062367661212704525
I: Liberal Alliance,Slagelse,2022,2975,0.06309516235074547
I: Liberal Alliance,Stevns,2022,941,0.06231375405602278
I: Liberal Alliance,Sorø,2022,1133,0.06042666666666666
I: Liberal Alliance,Lejre,2022,1314,0.07130066742633892
I: Liberal Alliance,Lolland,2022,878,0.036707220201513444
I: Liberal Alliance,Næstved,2022,3637,0.06985498895611256
I: Liberal Alliance,Guldborgsund,2022,1693,0.04500505077356585
I: Liberal Alliance,Vordingborg,2022,1584,0.05516857063248816
I: Liberal Alliance,Bornholm,2022,891,0.03612845673505798
I: Liberal Alliance,Middelfart,2022,1882,0.07357598029633684
I: Liberal Alliance,Christiansø,2022,1,0.01694915254237288
I: Liberal Alliance,Assens,2022,1315,0.051716679120619814
I: Liberal Alliance,Faaborg-Midtfyn,2022,1727,0.052951096121416526
I: Liberal Alliance,Kerteminde,2022,819,0.053606492996465506
I: Liberal Alliance,Nyborg,2022,1174,0.05806132542037586
I: Liberal Alliance,Odense,2022,9386,0.07566425899651748
I: Liberal Alliance,Svendborg,2022,2225,0.05871177138032034
I: Liberal Alliance,Nordfyns,2022,991,0.05396721668572673
I: Liberal Alliance,Langeland,2022,330,0.040983606557377046
I: Liberal Alliance,Ærø,2022,143,0.03633130081300813
I: Liberal Alliance,Haderslev,2022,2075,0.06279316084127705
I: Liberal Alliance,Billund,2022,1036,0.06726399168939098
I: Liberal Alliance,Sønderborg,2022,2798,0.06450571744743637
I: Liberal Alliance,Tønder,2022,1194,0.055867490174059516
I: Liberal Alliance,Esbjerg,2022,5587,0.08139331604556976
I: Liberal Alliance,Fanø,2022,141,0.05984719864176571
I: Liberal Alliance,Varde,2022,2035,0.06768667886246466
I: Liberal Alliance,Vejen,2022,1929,0.07671505269437263
I: Liberal Alliance,Aabenraa,2022,2234,0.06647226850749821
I: Liberal Alliance,Fredericia,2022,2417,0.0787040052100293
I: Liberal Alliance,Horsens,2022,5438,0.10022669885913338
I: Liberal Alliance,Kolding,2022,5224,0.09386398346958943
I: Liberal Alliance,Vejle,2022,5910,0.08377512545006095
I: Liberal Alliance,Herning,2022,5172,0.09527318277272225
I: Liberal Alliance,Holstebro,2022,2990,0.08217897977132806
I: Liberal Alliance,Lemvig,2022,761,0.06057470349438828
I: Liberal Alliance,Struer,2022,920,0.06957047791893527
I: Liberal Alliance,Syddjurs,2022,2178,0.07769137475922094
I: Liberal Alliance,Norddjurs,2022,2225,0.09797446059004844
I: Liberal Alliance,Favrskov,2022,2461,0.08126403381323472
I: Liberal Alliance,Odder,2022,1115,0.07380684450916794
I: Liberal Alliance,Randers,2022,5289,0.08808100321414891
I: Liberal Alliance,Silkeborg,2022,5333,0.08624844338783498
I: Liberal Alliance,Samsø,2022,132,0.05246422893481717
I: Liberal Alliance,Skanderborg,2022,3978,0.09822707294187367
I: Liberal Alliance,Aarhus,2022,23850,0.10665080692402974
I: Liberal Alliance,Ikast-Brande,2022,1934,0.07957537853851218
I: Liberal Alliance,Ringkøbing-Skjern,2022,2404,0.07063732259865425
I: Liberal Alliance,Hedensted,2022,2810,0.095953559842923
I: Liberal Alliance,Morsø,2022,599,0.047187647707578384
I: Liberal Alliance,Skive,2022,1802,0.06318816186268322
I: Liberal Alliance,Thisted,2022,1589,0.059322033898305086
I: Liberal Alliance,Viborg,2022,3919,0.06602867588832916
I: Liberal Alliance,Brønderslev,2022,1437,0.06349977905435263
I: Liberal Alliance,Frederikshavn,2022,2109,0.057783988163735
I: Liberal Alliance,Vesthimmerlands,2022,1105,0.050369222353906465
I: Liberal Alliance,Læsø,2022,50,0.04065040650406504
I: Liberal Alliance,Rebild,2022,1319,0.06812664635091163
I: Liberal Alliance,Mariagerfjord,2022,1505,0.05758340985613713
I: Liberal Alliance,Jammerbugt,2022,1406,0.0578434195910643
I: Liberal Alliance,Aalborg,2022,12720,0.0918829503673151
I: Liberal Alliance,Hjørring,2022,2334,0.058456683447291304
A: Socialdemokratiet,Copenhagen,2019,58047,0.164294811921542
A: Socialdemokratiet,Frederiksberg,2019,10185,0.1567863795200197
A: Socialdemokratiet,Ballerup,2019,9601,0.3323755452468324
A: Socialdemokratiet,Brøndby,2019,6404,0.3481759364975806
A: Socialdemokratiet,Dragør,2019,1783,0.19673397329802494
A: Socialdemokratiet,Gentofte,2019,5163,0.11527126590756866
A: Socialdemokratiet,Gladsaxe,2019,9977,0.2563397651653349
A: Socialdemokratiet,Glostrup,2019,3928,0.30088088854844885
A: Socialdemokratiet,Herlev,2019,5306,0.3199855264744904
A: Socialdemokratiet,Albertslund,2019,4464,0.29669015020603484
A: Socialdemokratiet,Hvidovre,2019,8886,0.294004764425622
A: Socialdemokratiet,Høje-Taastrup,2019,7248,0.2714810098134692
A: Socialdemokratiet,Lyngby-Taarbæk,2019,6131,0.17990023474178404
A: Socialdemokratiet,Rødovre,2019,7241,0.3139116486755972
A: Socialdemokratiet,Ishøj,2019,3224,0.3021272608002999
A: Socialdemokratiet,Tårnby,2019,7864,0.3136691795301344
A: Socialdemokratiet,Vallensbæk,2019,2272,0.2484689413823272
A: Socialdemokratiet,Furesø,2019,4971,0.20048396854204475
A: Socialdemokratiet,Allerød,2019,3079,0.1859748731577676
A: Socialdemokratiet,Fredensborg,2019,4802,0.19587208353728178
A: Socialdemokratiet,Helsingør,2019,9520,0.2475105945974053
A: Socialdemokratiet,Hillerød,2019,7349,0.23285804816223069
A: Socialdemokratiet,Hørsholm,2019,1869,0.11468368411364055
A: Socialdemokratiet,Rudersdal,2019,4501,0.12776768479618486
A: Socialdemokratiet,Egedal,2019,6730,0.2446738893332364
A: Socialdemokratiet,Frederikssund,2019,7548,0.26169261172554864
A: Socialdemokratiet,Greve,2019,7504,0.24719175149059525
A: Socialdemokratiet,Køge,2019,8573,0.2283271632886782
A: Socialdemokratiet,Halsnæs,2019,5650,0.29096714388711503
A: Socialdemokratiet,Roskilde,2019,13225,0.23776563230376468
A: Socialdemokratiet,Solrød,2019,3102,0.2131226382686362
A: Socialdemokratiet,Gribskov,2019,5782,0.21823809164339095
A: Socialdemokratiet,Odsherred,2019,6529,0.3036038130667287
A: Socialdemokratiet,Holbæk,2019,12772,0.29051041761441176
A: Socialdemokratiet,Faxe,2019,6270,0.2773354564755839
A: Socialdemokratiet,Kalundborg,2019,8543,0.28262811393787013
A: Socialdemokratiet,Ringsted,2019,5384,0.2571278475571899
A: Socialdemokratiet,Slagelse,2019,13478,0.2801030799285091
A: Socialdemokratiet,Stevns,2019,3523,0.2408888888888889
A: Socialdemokratiet,Sorø,2019,4886,0.26194177880233743
A: Socialdemokratiet,Lejre,2019,4088,0.2251101321585903
A: Socialdemokratiet,Lolland,2019,10000,0.39948865452221155
A: Socialdemokratiet,Næstved,2019,17409,0.33679628554846197
A: Socialdemokratiet,Guldborgsund,2019,12995,0.3421988150098749
A: Socialdemokratiet,Vordingborg,2019,8776,0.2996039874368428
A: Socialdemokratiet,Bornholm,2019,8573,0.3398343045150038
A: Socialdemokratiet,Middelfart,2019,7713,0.3102574416733709
A: Socialdemokratiet,Christiansø,2019,20,0.35714285714285715
A: Socialdemokratiet,Assens,2019,8152,0.31402157164869027
A: Socialdemokratiet,Faaborg-Midtfyn,2019,9667,0.29630651340996167
A: Socialdemokratiet,Kerteminde,2019,5422,0.35514508416846796
A: Socialdemokratiet,Nyborg,2019,6964,0.34340943833522364
A: Socialdemokratiet,Odense,2019,35310,0.2819927165857398
A: Socialdemokratiet,Svendborg,2019,11358,0.3028315469524876
A: Socialdemokratiet,Nordfyns,2019,5932,0.31889044188796906
A: Socialdemokratiet,Langeland,2019,2789,0.3398318508590228
A: Socialdemokratiet,Ærø,2019,1030,0.2562189054726368
A: Socialdemokratiet,Haderslev,2019,9357,0.2738286851423722
A: Socialdemokratiet,Billund,2019,3688,0.2361226711057046
A: Socialdemokratiet,Sønderborg,2019,13470,0.30014706537724495
A: Socialdemokratiet,Tønder,2019,5413,0.24487672472291336
A: Socialdemokratiet,Esbjerg,2019,20123,0.28878332998478806
A: Socialdemokratiet,Fanø,2019,575,0.24881003894418
A: Socialdemokratiet,Varde,2019,6813,0.22378793851005124
A: Socialdemokratiet,Vejen,2019,6668,0.2620245205910091
A: Socialdemokratiet,Aabenraa,2019,8858,0.25797244954422344
A: Socialdemokratiet,Fredericia,2019,9432,0.3063332250730757
A: Socialdemokratiet,Horsens,2019,14601,0.27803484718651816
A: Socialdemokratiet,Kolding,2019,12979,0.2318506609503394
A: Socialdemokratiet,Vejle,2019,16265,0.23518269494931968
A: Socialdemokratiet,Herning,2019,11713,0.21350710900473935
A: Socialdemokratiet,Holstebro,2019,10196,0.2777898866608544
A: Socialdemokratiet,Lemvig,2019,2978,0.23232953658917146
A: Socialdemokratiet,Struer,2019,4040,0.30149253731343284
A: Socialdemokratiet,Syddjurs,2019,7390,0.2720312154899507
A: Socialdemokratiet,Norddjurs,2019,7496,0.3270078087510361
A: Socialdemokratiet,Favrskov,2019,8400,0.2811997857525442
A: Socialdemokratiet,Odder,2019,3961,0.27009887487214457
A: Socialdemokratiet,Randers,2019,19417,0.3256738397544489
A: Socialdemokratiet,Silkeborg,2019,14665,0.24946840180318108
A: Socialdemokratiet,Samsø,2019,638,0.26136829168373615
A: Socialdemokratiet,Skanderborg,2019,10121,0.25830079371155856
A: Socialdemokratiet,Aarhus,2019,49167,0.22483846037763458
A: Socialdemokratiet,Ikast-Brande,2019,5428,0.22213128171550173
A: Socialdemokratiet,Ringkøbing-Skjern,2019,6668,0.19416457981480403
A: Socialdemokratiet,Hedensted,2019,6917,0.23852546639539293
A: Socialdemokratiet,Morsø,2019,4938,0.37932094023659546
A: Socialdemokratiet,Skive,2019,8879,0.301750212404418
A: Socialdemokratiet,Thisted,2019,9272,0.3409575641685666
A: Socialdemokratiet,Viborg,2019,14983,0.25293740293065026
A: Socialdemokratiet,Brønderslev,2019,7910,0.3536459963338847
A: Socialdemokratiet,Frederikshavn,2019,14268,0.38275612307857393
A: Socialdemokratiet,Vesthimmerlands,2019,6144,0.27942514098599236
A: Socialdemokratiet,Læsø,2019,353,0.2891072891072891
A: Socialdemokratiet,Rebild,2019,5842,0.31376550835168376
A: Socialdemokratiet,Mariagerfjord,2019,8795,0.33941803025625195
A: Socialdemokratiet,Jammerbugt,2019,8391,0.3498144828448743
A: Socialdemokratiet,Aalborg,2019,45011,0.3343435468895079
A: Socialdemokratiet,Hjørring,2019,13147,0.3271374539663581
B: Det Radikale Venstre,Copenhagen,2019,59894,0.16952251563782514
B: Det Radikale Venstre,Frederiksberg,2019,11580,0.1782608026354274
B: Det Radikale Venstre,Ballerup,2019,2193,0.07591913037457591
B: Det Radikale Venstre,Brøndby,2019,1755,0.09541673462730386
B: Det Radikale Venstre,Dragør,2019,889,0.09809113979918349
B: Det Radikale Venstre,Gentofte,2019,6586,0.1470417503907122
B: Det Radikale Venstre,Gladsaxe,2019,4869,0.1250995606484931
B: Det Radikale Venstre,Glostrup,2019,972,0.07445423209498277
B: Det Radikale Venstre,Herlev,2019,1323,0.07978530937160777
B: Det Radikale Venstre,Albertslund,2019,1379,0.09165226638309185
B: Det Radikale Venstre,Hvidovre,2019,2666,0.08820804658549497
B: Det Radikale Venstre,Høje-Taastrup,2019,2406,0.09011911004569631
B: Det Radikale Venstre,Lyngby-Taarbæk,2019,5235,0.15360915492957747
B: Det Radikale Venstre,Rødovre,2019,2007,0.0870074131876707
B: Det Radikale Venstre,Ishøj,2019,1357,0.12716708837034954
B: Det Radikale Venstre,Tårnby,2019,1772,0.07067927087072713
B: Det Radikale Venstre,Vallensbæk,2019,890,0.097331583552056
B: Det Radikale Venstre,Furesø,2019,3950,0.1593063117564025
B: Det Radikale Venstre,Allerød,2019,2359,0.1424861077554965
B: Det Radikale Venstre,Fredensborg,2019,3258,0.1328928046989721
B: Det Radikale Venstre,Helsingør,2019,4219,0.10968983178639212
B: Det Radikale Venstre,Hillerød,2019,3564,0.11292775665399239
B: Det Radikale Venstre,Hørsholm,2019,1910,0.11719948456771184
B: Det Radikale Venstre,Rudersdal,2019,5841,0.16580560917452028
B: Det Radikale Venstre,Egedal,2019,2566,0.09328873700283574
B: Det Radikale Venstre,Frederikssund,2019,1927,0.06680997122352043
B: Det Radikale Venstre,Greve,2019,2095,0.06901208946865632
B: Det Radikale Venstre,Køge,2019,2287,0.06091032572509122
B: Det Radikale Venstre,Halsnæs,2019,1027,0.05288907199505613
B: Det Radikale Venstre,Roskilde,2019,5441,0.09782100607673223
B: Det Radikale Venstre,Solrød,2019,1028,0.07062864994847132
B: Det Radikale Venstre,Gribskov,2019,1798,0.0678644221333132
B: Det Radikale Venstre,Odsherred,2019,986,0.0458498023715415
B: Det Radikale Venstre,Holbæk,2019,2849,0.06480302065326175
B: Det Radikale Venstre,Faxe,2019,888,0.03927813163481953
B: Det Radikale Venstre,Kalundborg,2019,1320,0.04366956694346114
B: Det Radikale Venstre,Ringsted,2019,1394,0.06657433497301686
B: Det Radikale Venstre,Slagelse,2019,2626,0.05457417182759051
B: Det Radikale Venstre,Stevns,2019,708,0.04841025641025641
B: Det Radikale Venstre,Sorø,2019,1116,0.05982951803999357
B: Det Radikale Venstre,Lejre,2019,1329,0.0731828193832599
B: Det Radikale Venstre,Lolland,2019,632,0.02524768296580377
B: Det Radikale Venstre,Næstved,2019,2411,0.046643451344554075
B: Det Radikale Venstre,Guldborgsund,2019,1430,0.037656352863726136
B: Det Radikale Venstre,Vordingborg,2019,1814,0.06192817151440667
B: Det Radikale Venstre,Bornholm,2019,844,0.033456217544694175
B: Det Radikale Venstre,Middelfart,2019,1595,0.06415929203539823
B: Det Radikale Venstre,Christiansø,2019,2,0.03571428571428571
B: Det Radikale Venstre,Assens,2019,1156,0.04453004622496148
B: Det Radikale Venstre,Faaborg-Midtfyn,2019,1799,0.05514176245210728
B: Det Radikale Venstre,Kerteminde,2019,709,0.0464400340603917
B: Det Radikale Venstre,Nyborg,2019,1004,0.049509344642240743
B: Det Radikale Venstre,Odense,2019,12926,0.10322961921799131
B: Det Radikale Venstre,Svendborg,2019,2432,0.06484295845997974
B: Det Radikale Venstre,Nordfyns,2019,653,0.03510375228470057
B: Det Radikale Venstre,Langeland,2019,324,0.03947849396856342
B: Det Radikale Venstre,Ærø,2019,195,0.048507462686567165
B: Det Radikale Venstre,Haderslev,2019,1660,0.048579204588686316
B: Det Radikale Venstre,Billund,2019,757,0.048466611178692616
B: Det Radikale Venstre,Sønderborg,2019,2572,0.05731093185970854
B: Det Radikale Venstre,Tønder,2019,799,0.0361456684008143
B: Det Radikale Venstre,Esbjerg,2019,3758,0.05393071381418444
B: Det Radikale Venstre,Fanø,2019,172,0.07442665512765037
B: Det Radikale Venstre,Varde,2019,1373,0.04509919852844567
B: Det Radikale Venstre,Vejen,2019,1043,0.040985539138635646
B: Det Radikale Venstre,Aabenraa,2019,1655,0.04819873605731427
B: Det Radikale Venstre,Fredericia,2019,1785,0.057973367976615786
B: Det Radikale Venstre,Horsens,2019,3627,0.06906598114824336
B: Det Radikale Venstre,Kolding,2019,4281,0.07647374062165059
B: Det Radikale Venstre,Vejle,2019,5696,0.08236093639294959
B: Det Radikale Venstre,Herning,2019,3127,0.056999635435654394
B: Det Radikale Venstre,Holstebro,2019,1836,0.050021795989537925
B: Det Radikale Venstre,Lemvig,2019,609,0.04751131221719457
B: Det Radikale Venstre,Struer,2019,589,0.043955223880597014
B: Det Radikale Venstre,Syddjurs,2019,1819,0.06695869837296621
B: Det Radikale Venstre,Norddjurs,2019,811,0.03537931335340051
B: Det Radikale Venstre,Favrskov,2019,2100,0.07029994643813604
B: Det Radikale Venstre,Odder,2019,1120,0.07637231503579953
B: Det Radikale Venstre,Randers,2019,3137,0.052615689102832895
B: Det Radikale Venstre,Silkeborg,2019,4108,0.06988177256102747
B: Det Radikale Venstre,Samsø,2019,124,0.050798852929127405
B: Det Radikale Venstre,Skanderborg,2019,3623,0.09246356838424827
B: Det Radikale Venstre,Aarhus,2019,31591,0.14446420977057486
B: Det Radikale Venstre,Ikast-Brande,2019,945,0.03867245048289409
B: Det Radikale Venstre,Ringkøbing-Skjern,2019,1207,0.03514646788189389
B: Det Radikale Venstre,Hedensted,2019,1205,0.04155315700541398
B: Det Radikale Venstre,Morsø,2019,382,0.029343985251190658
B: Det Radikale Venstre,Skive,2019,1826,0.06205607476635514
B: Det Radikale Venstre,Thisted,2019,984,0.03618445245274693
B: Det Radikale Venstre,Viborg,2019,2969,0.050121547707475185
B: Det Radikale Venstre,Brønderslev,2019,850,0.03800241427102428
B: Det Radikale Venstre,Frederikshavn,2019,1065,0.028569895646108862
B: Det Radikale Venstre,Vesthimmerlands,2019,725,0.03297253047116609
B: Det Radikale Venstre,Læsø,2019,36,0.029484029484029485
B: Det Radikale Venstre,Rebild,2019,1120,0.060153606530962994
B: Det Radikale Venstre,Mariagerfjord,2019,1270,0.04901204075331893
B: Det Radikale Venstre,Jammerbugt,2019,815,0.03397673739942469
B: Det Radikale Venstre,Aalborg,2019,9800,0.07279480037140204
B: Det Radikale Venstre,Hjørring,2019,1558,0.0387677913805116
C: Det Konservative Folkeparti,Copenhagen,2019,15434,0.04368401686903852
C: Det Konservative Folkeparti,Frederiksberg,2019,6220,0.09574975754683579
C: Det Konservative Folkeparti,Ballerup,2019,1643,0.05687876479955688
C: Det Konservative Folkeparti,Brøndby,2019,765,0.04159190996574784
C: Det Konservative Folkeparti,Dragør,2019,973,0.10735959395343705
C: Det Konservative Folkeparti,Gentofte,2019,9226,0.20598347845501228
C: Det Konservative Folkeparti,Gladsaxe,2019,2543,0.06533747848205339
C: Det Konservative Folkeparti,Glostrup,2019,779,0.059670624281884334
C: Det Konservative Folkeparti,Herlev,2019,1063,0.06410565673622
C: Det Konservative Folkeparti,Albertslund,2019,620,0.04120696530639373
C: Det Konservative Folkeparti,Hvidovre,2019,1532,0.050688194812069876
C: Det Konservative Folkeparti,Høje-Taastrup,2019,2670,0.10000749119784254
C: Det Konservative Folkeparti,Lyngby-Taarbæk,2019,5209,0.1528462441314554
C: Det Konservative Folkeparti,Rødovre,2019,1268,0.054970303897342525
C: Det Konservative Folkeparti,Ishøj,2019,397,0.03720363602286571
C: Det Konservative Folkeparti,Tårnby,2019,1202,0.047943839495831836
C: Det Konservative Folkeparti,Vallensbæk,2019,1279,0.13987314085739283
C: Det Konservative Folkeparti,Furesø,2019,3080,0.12421859245815689
C: Det Konservative Folkeparti,Allerød,2019,2380,0.1437545300797294
C: Det Konservative Folkeparti,Fredensborg,2019,2787,0.1136808614782183
C: Det Konservative Folkeparti,Helsingør,2019,4237,0.11015781400306789
C: Det Konservative Folkeparti,Hillerød,2019,2691,0.0852661596958175
C: Det Konservative Folkeparti,Hørsholm,2019,3533,0.21678836595692458
C: Det Konservative Folkeparti,Rudersdal,2019,6143,0.1743783354150108
C: Det Konservative Folkeparti,Egedal,2019,2406,0.08747182432923725
C: Det Konservative Folkeparti,Frederikssund,2019,2036,0.0705890510695836
C: Det Konservative Folkeparti,Greve,2019,1955,0.0644003030602497
C: Det Konservative Folkeparti,Køge,2019,2683,0.07145710709244414
C: Det Konservative Folkeparti,Halsnæs,2019,980,0.050468637346791634
C: Det Konservative Folkeparti,Roskilde,2019,4136,0.07435906655639855
C: Det Konservative Folkeparti,Solrød,2019,1305,0.08965991068361388
C: Det Konservative Folkeparti,Gribskov,2019,2095,0.07907450743564581
C: Det Konservative Folkeparti,Odsherred,2019,1038,0.04826784468728203
C: Det Konservative Folkeparti,Holbæk,2019,2586,0.05882085342552998
C: Det Konservative Folkeparti,Faxe,2019,1375,0.060819179051663126
C: Det Konservative Folkeparti,Kalundborg,2019,1238,0.04095676051212492
C: Det Konservative Folkeparti,Ringsted,2019,1345,0.06423420411672
C: Det Konservative Folkeparti,Slagelse,2019,2349,0.0488174903362567
C: Det Konservative Folkeparti,Stevns,2019,1112,0.07603418803418803
C: Det Konservative Folkeparti,Sorø,2019,1292,0.06926499758751943
C: Det Konservative Folkeparti,Lejre,2019,1196,0.06585903083700441
C: Det Konservative Folkeparti,Lolland,2019,912,0.0364333652924257
C: Det Konservative Folkeparti,Næstved,2019,2841,0.05496227510156704
C: Det Konservative Folkeparti,Guldborgsund,2019,1674,0.044081632653061226
C: Det Konservative Folkeparti,Vordingborg,2019,1412,0.048204287860166596
C: Det Konservative Folkeparti,Bornholm,2019,453,0.017956950885955524
C: Det Konservative Folkeparti,Middelfart,2019,1557,0.06263073209975865
C: Det Konservative Folkeparti,Christiansø,2019,3,0.05357142857142857
C: Det Konservative Folkeparti,Assens,2019,1428,0.055007704160246536
C: Det Konservative Folkeparti,Faaborg-Midtfyn,2019,1744,0.05345593869731801
C: Det Konservative Folkeparti,Kerteminde,2019,1244,0.08148293705377611
C: Det Konservative Folkeparti,Nyborg,2019,1063,0.052418758321416244
C: Det Konservative Folkeparti,Odense,2019,8051,0.06429689496549962
C: Det Konservative Folkeparti,Svendborg,2019,2107,0.056177678238148565
C: Det Konservative Folkeparti,Nordfyns,2019,1091,0.058649607569078596
C: Det Konservative Folkeparti,Langeland,2019,591,0.07201169733154623
C: Det Konservative Folkeparti,Ærø,2019,380,0.0945273631840796
C: Det Konservative Folkeparti,Haderslev,2019,1534,0.04489186737291856
C: Det Konservative Folkeparti,Billund,2019,603,0.03860682502080799
C: Det Konservative Folkeparti,Sønderborg,2019,2049,0.045657114844690046
C: Det Konservative Folkeparti,Tønder,2019,972,0.04397195204704818
