municipality,party,point_estimate,lower_quartile,median,upper_quartile,sd_draws,n_distinct_draws
Dragør,Other,0.016662857333469255,0.02091197045801828,0.023435822685702667,0.026623868527589172,0.004725287972983824,250
Egedal,A: Socialdemokratiet,0.25915334238599713,0.23179650443956318,0.24456546227272594,0.25889203208833145,0.02000125538147296,250
Egedal,V: Venstre,0.12573594793203194,0.1294256881826948,0.14049029791440268,0.15591885470823472,0.019732381034080485,250
Egedal,Other - Left,0.1241976316003634,0.10000378078063371,0.10688642077776844,0.11541340893335987,0.011194104336400295,250
Egedal,M: Moderaterne,0.12291244667320188,0.1043112182552213,0.1158770794791695,0.12936566709158318,0.019910459643110445,250
Egedal,Other - Right,0.11176447146912576,0.10002874604171963,0.10919297034008649,0.11900685731734603,0.015047159847067228,250
Egedal,F: SF - Socialistisk Folkeparti,0.10806436020401393,0.09003921360636283,0.09794171392787104,0.1066414406740123,0.01209683760123142,250
Egedal,I: Liberal Alliance,0.04876883392611228,0.05515972233884514,0.06200274350480674,0.07010215188718455,0.011138500283492524,250
Egedal,Æ: Danmarksdemokraterne,0.0473113921746894,0.048364923751859426,0.05557240091992499,0.06182366475599695,0.01050830092644336,250
Egedal,Did not vote,0.035464873935629984,0.031348288741055545,0.03315398122343191,0.035449252830487395,0.0030253138632257543,250
Egedal,Other,0.01662669969883395,0.021368200548283547,0.02428887629707518,0.027106175821113614,0.004169740769630671,250
Esbjerg,A: Socialdemokratiet,0.26300433214552627,0.24771958357802631,0.26171838243350226,0.27680835616827093,0.020764816947247876,250
Esbjerg,V: Venstre,0.14112288165624037,0.131785461985285,0.1421040018402801,0.1561242885138133,0.018277756261711662,250
Esbjerg,Other - Right,0.12022104811274886,0.09634388975519186,0.10603124186754084,0.11480763961895574,0.014131049985666857,250
Esbjerg,M: Moderaterne,0.10735476899730174,0.0837709340267132,0.0944435098587571,0.1059664092144071,0.016728585493754933,250
Esbjerg,Other - Left,0.08633579815914223,0.07790013984962778,0.08468152160540657,0.09114549727264085,0.009228007582167125,250
Esbjerg,F: SF - Socialistisk Folkeparti,0.08492283480037874,0.07264785345687758,0.0800059839813761,0.08744758906209468,0.010644064876670477,250
Esbjerg,I: Liberal Alliance,0.06486890686729184,0.06487068821465838,0.07144036385906222,0.08035924706131763,0.012426663707464454,250
Esbjerg,Æ: Danmarksdemokraterne,0.061394865026287465,0.06959374993799133,0.07750440183885704,0.08418671244460449,0.011042129466701633,250
Esbjerg,Did not vote,0.0518428634595143,0.046138926077498116,0.04907665870369421,0.05289550913964265,0.005325506035819183,250
Esbjerg,Other,0.01893170077556829,0.022533090736480396,0.02559285402529988,0.029723717125914307,0.004780094507698575,250
Faaborg-Midtfyn,A: Socialdemokratiet,0.2737946183622182,0.2804894776530904,0.2986735568194575,0.317543136152411,0.02606636252501049,250
Faaborg-Midtfyn,V: Venstre,0.13247494084392536,0.10817702527414094,0.11782149208161258,0.12832022766437226,0.015225129257819374,250
Faaborg-Midtfyn,M: Moderaterne,0.1179090375541899,0.09016871522693821,0.10357371804802047,0.11567162964607805,0.018231909189184634,250
Faaborg-Midtfyn,Other - Left,0.09533298576574573,0.07784456564672038,0.08414311308839806,0.08892026430471782,0.008755116711969506,250
Faaborg-Midtfyn,Other - Right,0.09489638471700561,0.09558549243040469,0.10408603539470515,0.11325943718879794,0.014231438920511484,250
Faaborg-Midtfyn,F: SF - Socialistisk Folkeparti,0.09186892728839854,0.07322130261391749,0.0797851601372345,0.0876189916150919,0.01088443440527405,250
