municipality,party,pct
Österåker,Centre Party (C),0.07468489024896946
Österåker,Christian Democrats (KD),0.04786522345751232
Österåker,Green Party (MP),0.05040840672479983
Österåker,Left Party (V),0.03650331593783076
Österåker,Moderate Party (M),0.27160777991728374
Österåker,Other party,0.01228575881231867
Österåker,Social Democrats (S),0.2509525254514096
Österåker,Sweden Democrats (SD),0.1921244479758056
Österåker,The Liberals (L),0.06356765147407005
Östhammar,Centre Party (C),0.053182392025821326
Östhammar,Christian Democrats (KD),0.07966096928732005
Östhammar,Green Party (MP),0.029711623245731966
Östhammar,Left Party (V),0.03633119395405149
Östhammar,Moderate Party (M),0.18357129928500834
Östhammar,Other party,0.010735513192310014
Östhammar,Social Democrats (S),0.30487039455726095
Östhammar,Sweden Democrats (SD),0.26820273842071074
Östhammar,The Liberals (L),0.03373387603178516
Östra Göinge,Centre Party (C),0.04376764693079442
Östra Göinge,Christian Democrats (KD),0.061306477673153004
Östra Göinge,Green Party (MP),0.02286226889396362
Östra Göinge,Left Party (V),0.03221500420253568
Östra Göinge,Moderate Party (M),0.17229180740854308
Östra Göinge,Other party,0.014615520198921973
Östra Göinge,Social Democrats (S),0.25553684426352297
Östra Göinge,Sweden Democrats (SD),0.3753613449405155
Östra Göinge,The Liberals (L),0.022043085488049764
Överkalix,Centre Party (C),0.05900195415633665
Överkalix,Christian Democrats (KD),0.05809149288049702
Överkalix,Green Party (MP),0.018908987628151134
Överkalix,Left Party (V),0.0763116159288496
Överkalix,Moderate Party (M),0.09952987188259863
Överkalix,Other party,0.011471101056138243
Överkalix,Social Democrats (S),0.42823958998762157
Överkalix,Sweden Democrats (SD),0.22976297886699631
Överkalix,The Liberals (L),0.018682407612810915
Övertorneå,Centre Party (C),0.028786340086875715
Övertorneå,Christian Democrats (KD),0.06701057373001516
Övertorneå,Green Party (MP),0.04106398168646653
Övertorneå,Left Party (V),0.08008522727796905
Övertorneå,Moderate Party (M),0.10941486809055832
Övertorneå,Other party,0.015373673229689175
Övertorneå,Social Democrats (S),0.4230195310407129
Övertorneå,Sweden Democrats (SD),0.21719908657685968
Övertorneå,The Liberals (L),0.018046718280853427
