municipality_code,municipality,age_group,gender,education_level,N
0125,Ekerö,18-22,Men,"Primary school, 9/10 years",869.9
0125,Ekerö,18-22,Men,"Primary school, shorter than 9 years",3.2
0125,Ekerö,18-22,Men,"Tertiary education, 2 years or longer",25.2
0125,Ekerö,18-22,Men,"Tertiary education, shorter than 2 years",98.4
0125,Ekerö,18-22,Men,Upper secondary school,684.2
0125,Ekerö,18-22,Women,"Primary school, 9/10 years",774.6
0125,Ekerö,18-22,Women,"Primary school, shorter than 9 years",1.1
0125,Ekerö,18-22,Women,"Tertiary education, 2 years or longer",31.7
0125,Ekerö,18-22,Women,"Tertiary education, shorter than 2 years",118.2
0125,Ekerö,18-22,Women,Upper secondary school,551.3
0125,Ekerö,23-30,Men,"Primary school, 9/10 years",31.4
0125,Ekerö,23-30,Men,"Primary school, shorter than 9 years",5.0
0125,Ekerö,23-30,Men,"Tertiary education, 2 years or longer",60.8
0125,Ekerö,23-30,Men,"Tertiary education, shorter than 2 years",65.4
0125,Ekerö,23-30,Men,Upper secondary school,171.5
0125,Ekerö,23-30,Women,"Primary school, 9/10 years",12.6
0125,Ekerö,23-30,Women,"Primary school, shorter than 9 years",3.5
0125,Ekerö,23-30,Women,"Tertiary education, 2 years or longer",129.5
0125,Ekerö,23-30,Women,"Tertiary education, shorter than 2 years",57.3
0125,Ekerö,23-30,Women,Upper secondary school,106.0
0125,Ekerö,31-40,Men,Postgraduate education,8.0
0125,Ekerö,31-40,Men,"Primary school, 9/10 years",111.0
0125,Ekerö,31-40,Men,"Primary school, shorter than 9 years",16.0
0125,Ekerö,31-40,Men,"Tertiary education, 2 years or longer",343.6
0125,Ekerö,31-40,Men,"Tertiary education, shorter than 2 years",259.8
0125,Ekerö,31-40,Men,Upper secondary school,500.1
0125,Ekerö,31-40,Women,Postgraduate education,11.1
0125,Ekerö,31-40,Women,"Primary school, 9/10 years",53.2
0125,Ekerö,31-40,Women,"Primary school, shorter than 9 years",16.5
0125,Ekerö,31-40,Women,"Tertiary education, 2 years or longer",701.5
0125,Ekerö,31-40,Women,"Tertiary education, shorter than 2 years",271.9
0125,Ekerö,31-40,Women,Upper secondary school,415.5
0125,Ekerö,41-50,Men,Postgraduate education,26.0
0125,Ekerö,41-50,Men,"Primary school, 9/10 years",153.6
0125,Ekerö,41-50,Men,"Primary school, shorter than 9 years",14.5
0125,Ekerö,41-50,Men,"Tertiary education, 2 years or longer",571.8
0125,Ekerö,41-50,Men,"Tertiary education, shorter than 2 years",354.7
0125,Ekerö,41-50,Men,Upper secondary school,653.9
0125,Ekerö,41-50,Women,Postgraduate education,42.4
0125,Ekerö,41-50,Women,"Primary school, 9/10 years",67.2
0125,Ekerö,41-50,Women,"Primary school, shorter than 9 years",17.9
0125,Ekerö,41-50,Women,"Tertiary education, 2 years or longer",958.7
0125,Ekerö,41-50,Women,"Tertiary education, shorter than 2 years",317.6
0125,Ekerö,41-50,Women,Upper secondary school,528.0
0125,Ekerö,51-60,Men,Postgraduate education,33.8
0125,Ekerö,51-60,Men,"Primary school, 9/10 years",195.5
0125,Ekerö,51-60,Men,"Primary school, shorter than 9 years",12.1
0125,Ekerö,51-60,Men,"Tertiary education, 2 years or longer",552.0
0125,Ekerö,51-60,Men,"Tertiary education, shorter than 2 years",400.1
0125,Ekerö,51-60,Men,Upper secondary school,854.6
0125,Ekerö,51-60,Women,Postgraduate education,46.5
0125,Ekerö,51-60,Women,"Primary school, 9/10 years",87.6
0125,Ekerö,51-60,Women,"Primary school, shorter than 9 years",14.8
0125,Ekerö,51-60,Women,"Tertiary education, 2 years or longer",778.3
0125,Ekerö,51-60,Women,"Tertiary education, shorter than 2 years",336.2
0125,Ekerö,51-60,Women,Upper secondary school,723.6
0125,Ekerö,61-70,Men,Postgraduate education,23.6
0125,Ekerö,61-70,Men,"Primary school, 9/10 years",196.3
0125,Ekerö,61-70,Men,"Primary school, shorter than 9 years",17.1
0125,Ekerö,61-70,Men,"Tertiary education, 2 years or longer",316.9
0125,Ekerö,61-70,Men,"Tertiary education, shorter than 2 years",284.4
0125,Ekerö,61-70,Men,Upper secondary school,638.1
0125,Ekerö,61-70,Women,Postgraduate education,22.8
0125,Ekerö,61-70,Women,"Primary school, 9/10 years",99.0
0125,Ekerö,61-70,Women,"Primary school, shorter than 9 years",13.0
0125,Ekerö,61-70,Women,"Tertiary education, 2 years or longer",397.2
0125,Ekerö,61-70,Women,"Tertiary education, shorter than 2 years",297.4
0125,Ekerö,61-70,Women,Upper secondary school,617.7
0125,Ekerö,71-104,Men,Postgraduate education,46.6
0125,Ekerö,71-104,Men,"Primary school, 9/10 years",184.0
0125,Ekerö,71-104,Men,"Primary school, shorter than 9 years",157.9
0125,Ekerö,71-104,Men,"Tertiary education, 2 years or longer",383.8
0125,Ekerö,71-104,Men,"Tertiary education, shorter than 2 years",229.3
0125,Ekerö,71-104,Men,Upper secondary school,784.1
0125,Ekerö,71-104,Women,Postgraduate education,26.4
0125,Ekerö,71-104,Women,"Primary school, 9/10 years",185.9
0125,Ekerö,71-104,Women,"Primary school, shorter than 9 years",145.6
0125,Ekerö,71-104,Women,"Tertiary education, 2 years or longer",476.9
0125,Ekerö,71-104,Women,"Tertiary education, shorter than 2 years",372.4
0125,Ekerö,71-104,Women,Upper secondary school,748.3
0126,Huddinge,18-22,Men,"Primary school, 9/10 years",2745.6
0126,Huddinge,18-22,Men,"Primary school, shorter than 9 years",19.5
0126,Huddinge,18-22,Men,"Tertiary education, 2 years or longer",177.8
0126,Huddinge,18-22,Men,"Tertiary education, shorter than 2 years",803.9
0126,Huddinge,18-22,Men,Upper secondary school,2341.2
0126,Huddinge,18-22,Women,"Primary school, 9/10 years",2554.9
0126,Huddinge,18-22,Women,"Primary school, shorter than 9 years",14.0
0126,Huddinge,18-22,Women,"Tertiary education, 2 years or longer",334.6
0126,Huddinge,18-22,Women,"Tertiary education, shorter than 2 years",972.8
0126,Huddinge,18-22,Women,Upper secondary school,2168.4
0126,Huddinge,23-30,Men,Postgraduate education,15.3
0126,Huddinge,23-30,Men,"Primary school, 9/10 years",232.1
0126,Huddinge,23-30,Men,"Primary school, shorter than 9 years",44.9
0126,Huddinge,23-30,Men,"Tertiary education, 2 years or longer",657.5
0126,Huddinge,23-30,Men,"Tertiary education, shorter than 2 years",548.9
0126,Huddinge,23-30,Men,Upper secondary school,1033.8
0126,Huddinge,23-30,Women,Postgraduate education,15.1
0126,Huddinge,23-30,Women,"Primary school, 9/10 years",112.4
0126,Huddinge,23-30,Women,"Primary school, shorter than 9 years",29.5
0126,Huddinge,23-30,Women,"Tertiary education, 2 years or longer",1086.5
0126,Huddinge,23-30,Women,"Tertiary education, shorter than 2 years",532.2
0126,Huddinge,23-30,Women,Upper secondary school,759.7
0126,Huddinge,31-40,Men,Postgraduate education,102.4
0126,Huddinge,31-40,Men,"Primary school, 9/10 years",598.2
0126,Huddinge,31-40,Men,"Primary school, shorter than 9 years",166.3
0126,Huddinge,31-40,Men,"Tertiary education, 2 years or longer",1986.3
0126,Huddinge,31-40,Men,"Tertiary education, shorter than 2 years",1327.9
0126,Huddinge,31-40,Men,Upper secondary school,2561.0
0126,Huddinge,31-40,Women,Postgraduate education,102.6
0126,Huddinge,31-40,Women,"Primary school, 9/10 years",315.6
0126,Huddinge,31-40,Women,"Primary school, shorter than 9 years",126.5
0126,Huddinge,31-40,Women,"Tertiary education, 2 years or longer",3161.1
0126,Huddinge,31-40,Women,"Tertiary education, shorter than 2 years",1333.9
0126,Huddinge,31-40,Women,Upper secondary school,1959.7
0126,Huddinge,41-50,Men,Postgraduate education,172.6
0126,Huddinge,41-50,Men,"Primary school, 9/10 years",614.2
0126,Huddinge,41-50,Men,"Primary school, shorter than 9 years",235.0
0126,Huddinge,41-50,Men,"Tertiary education, 2 years or longer",2213.8
0126,Huddinge,41-50,Men,"Tertiary education, shorter than 2 years",1241.0
0126,Huddinge,41-50,Men,Upper secondary school,2621.9
0126,Huddinge,41-50,Women,Postgraduate education,178.7
0126,Huddinge,41-50,Women,"Primary school, 9/10 years",318.6
0126,Huddinge,41-50,Women,"Primary school, shorter than 9 years",209.2
0126,Huddinge,41-50,Women,"Tertiary education, 2 years or longer",3135.5
0126,Huddinge,41-50,Women,"Tertiary education, shorter than 2 years",1134.6
0126,Huddinge,41-50,Women,Upper secondary school,2149.9
0126,Huddinge,51-60,Men,Postgraduate education,154.8
0126,Huddinge,51-60,Men,"Primary school, 9/10 years",654.7
0126,Huddinge,51-60,Men,"Primary school, shorter than 9 years",219.6
0126,Huddinge,51-60,Men,"Tertiary education, 2 years or longer",1588.1
0126,Huddinge,51-60,Men,"Tertiary education, shorter than 2 years",1118.2
0126,Huddinge,51-60,Men,Upper secondary school,2670.6
0126,Huddinge,51-60,Women,Postgraduate education,154.7
0126,Huddinge,51-60,Women,"Primary school, 9/10 years",367.2
0126,Huddinge,51-60,Women,"Primary school, shorter than 9 years",272.0
0126,Huddinge,51-60,Women,"Tertiary education, 2 years or longer",2110.9
0126,Huddinge,51-60,Women,"Tertiary education, shorter than 2 years",987.7
0126,Huddinge,51-60,Women,Upper secondary school,2487.5
0126,Huddinge,61-70,Men,Postgraduate education,98.2
0126,Huddinge,61-70,Men,"Primary school, 9/10 years",616.5
0126,Huddinge,61-70,Men,"Primary school, shorter than 9 years",192.3
0126,Huddinge,61-70,Men,"Tertiary education, 2 years or longer",856.1
0126,Huddinge,61-70,Men,"Tertiary education, shorter than 2 years",804.0
0126,Huddinge,61-70,Men,Upper secondary school,2122.7
0126,Huddinge,61-70,Women,Postgraduate education,77.3
0126,Huddinge,61-70,Women,"Primary school, 9/10 years",417.6
0126,Huddinge,61-70,Women,"Primary school, shorter than 9 years",264.2
0126,Huddinge,61-70,Women,"Tertiary education, 2 years or longer",1026.7
0126,Huddinge,61-70,Women,"Tertiary education, shorter than 2 years",752.0
0126,Huddinge,61-70,Women,Upper secondary school,2076.4
0126,Huddinge,71-104,Men,Postgraduate education,85.1
0126,Huddinge,71-104,Men,"Primary school, 9/10 years",552.8
0126,Huddinge,71-104,Men,"Primary school, shorter than 9 years",545.6
0126,Huddinge,71-104,Men,"Tertiary education, 2 years or longer",711.8
0126,Huddinge,71-104,Men,"Tertiary education, shorter than 2 years",579.9
0126,Huddinge,71-104,Men,Upper secondary school,2188.7
0126,Huddinge,71-104,Women,Postgraduate education,40.7
0126,Huddinge,71-104,Women,"Primary school, 9/10 years",620.8
0126,Huddinge,71-104,Women,"Primary school, shorter than 9 years",714.1
0126,Huddinge,71-104,Women,"Tertiary education, 2 years or longer",933.3
0126,Huddinge,71-104,Women,"Tertiary education, shorter than 2 years",784.6
0126,Huddinge,71-104,Women,Upper secondary school,2554.2
0127,Botkyrka,18-22,Men,"Primary school, 9/10 years",2225.1
0127,Botkyrka,18-22,Men,"Primary school, shorter than 9 years",30.4
0127,Botkyrka,18-22,Men,"Tertiary education, 2 years or longer",99.3
0127,Botkyrka,18-22,Men,"Tertiary education, shorter than 2 years",560.9
0127,Botkyrka,18-22,Men,Upper secondary school,1957.5
0127,Botkyrka,18-22,Women,"Primary school, 9/10 years",1997.1
0127,Botkyrka,18-22,Women,"Primary school, shorter than 9 years",21.1
0127,Botkyrka,18-22,Women,"Tertiary education, 2 years or longer",229.9
0127,Botkyrka,18-22,Women,"Tertiary education, shorter than 2 years",667.6
0127,Botkyrka,18-22,Women,Upper secondary school,1785.4
0127,Botkyrka,23-30,Men,Postgraduate education,5.9
0127,Botkyrka,23-30,Men,"Primary school, 9/10 years",309.5
0127,Botkyrka,23-30,Men,"Primary school, shorter than 9 years",73.5
0127,Botkyrka,23-30,Men,"Tertiary education, 2 years or longer",394.3
0127,Botkyrka,23-30,Men,"Tertiary education, shorter than 2 years",483.8
0127,Botkyrka,23-30,Men,Upper secondary school,1043.4
0127,Botkyrka,23-30,Women,Postgraduate education,4.3
0127,Botkyrka,23-30,Women,"Primary school, 9/10 years",155.4
0127,Botkyrka,23-30,Women,"Primary school, shorter than 9 years",50.3
0127,Botkyrka,23-30,Women,"Tertiary education, 2 years or longer",765.4
0127,Botkyrka,23-30,Women,"Tertiary education, shorter than 2 years",451.9
0127,Botkyrka,23-30,Women,Upper secondary school,823.0
0127,Botkyrka,31-40,Men,Postgraduate education,28.8
0127,Botkyrka,31-40,Men,"Primary school, 9/10 years",704.3
0127,Botkyrka,31-40,Men,"Primary school, shorter than 9 years",253.6
0127,Botkyrka,31-40,Men,"Tertiary education, 2 years or longer",998.7
0127,Botkyrka,31-40,Men,"Tertiary education, shorter than 2 years",1014.1
0127,Botkyrka,31-40,Men,Upper secondary school,2198.7
0127,Botkyrka,31-40,Women,Postgraduate education,28.8
0127,Botkyrka,31-40,Women,"Primary school, 9/10 years",387.4
0127,Botkyrka,31-40,Women,"Primary school, shorter than 9 years",209.0
0127,Botkyrka,31-40,Women,"Tertiary education, 2 years or longer",1832.2
0127,Botkyrka,31-40,Women,"Tertiary education, shorter than 2 years",998.7
0127,Botkyrka,31-40,Women,Upper secondary school,1963.4
0127,Botkyrka,41-50,Men,Postgraduate education,57.2
0127,Botkyrka,41-50,Men,"Primary school, 9/10 years",723.4
0127,Botkyrka,41-50,Men,"Primary school, shorter than 9 years",394.6
0127,Botkyrka,41-50,Men,"Tertiary education, 2 years or longer",1102.4
0127,Botkyrka,41-50,Men,"Tertiary education, shorter than 2 years",921.5
0127,Botkyrka,41-50,Men,Upper secondary school,2242.3
0127,Botkyrka,41-50,Women,Postgraduate education,62.4
0127,Botkyrka,41-50,Women,"Primary school, 9/10 years",411.5
0127,Botkyrka,41-50,Women,"Primary school, shorter than 9 years",363.2
0127,Botkyrka,41-50,Women,"Tertiary education, 2 years or longer",1644.0
0127,Botkyrka,41-50,Women,"Tertiary education, shorter than 2 years",835.8
0127,Botkyrka,41-50,Women,Upper secondary school,2108.5
0127,Botkyrka,51-60,Men,Postgraduate education,68.9
0127,Botkyrka,51-60,Men,"Primary school, 9/10 years",686.4
0127,Botkyrka,51-60,Men,"Primary school, shorter than 9 years",408.1
0127,Botkyrka,51-60,Men,"Tertiary education, 2 years or longer",841.3
0127,Botkyrka,51-60,Men,"Tertiary education, shorter than 2 years",796.0
0127,Botkyrka,51-60,Men,Upper secondary school,2269.6
0127,Botkyrka,51-60,Women,Postgraduate education,60.9
0127,Botkyrka,51-60,Women,"Primary school, 9/10 years",457.8
0127,Botkyrka,51-60,Women,"Primary school, shorter than 9 years",493.5
0127,Botkyrka,51-60,Women,"Tertiary education, 2 years or longer",1178.8
0127,Botkyrka,51-60,Women,"Tertiary education, shorter than 2 years",702.3
0127,Botkyrka,51-60,Women,Upper secondary school,2218.8
0127,Botkyrka,61-70,Men,Postgraduate education,54.6
0127,Botkyrka,61-70,Men,"Primary school, 9/10 years",582.9
0127,Botkyrka,61-70,Men,"Primary school, shorter than 9 years",374.5
0127,Botkyrka,61-70,Men,"Tertiary education, 2 years or longer",502.8
0127,Botkyrka,61-70,Men,"Tertiary education, shorter than 2 years",553.4
0127,Botkyrka,61-70,Men,Upper secondary school,1719.1
0127,Botkyrka,61-70,Women,Postgraduate education,30.8
0127,Botkyrka,61-70,Women,"Primary school, 9/10 years",424.2
0127,Botkyrka,61-70,Women,"Primary school, shorter than 9 years",498.9
0127,Botkyrka,61-70,Women,"Tertiary education, 2 years or longer",616.6
0127,Botkyrka,61-70,Women,"Tertiary education, shorter than 2 years",495.7
0127,Botkyrka,61-70,Women,Upper secondary school,1603.7
0127,Botkyrka,71-104,Men,Postgraduate education,52.0
0127,Botkyrka,71-104,Men,"Primary school, 9/10 years",510.9
0127,Botkyrka,71-104,Men,"Primary school, shorter than 9 years",595.8
0127,Botkyrka,71-104,Men,"Tertiary education, 2 years or longer",493.9
0127,Botkyrka,71-104,Men,"Tertiary education, shorter than 2 years",412.8
0127,Botkyrka,71-104,Men,Upper secondary school,1676.9
0127,Botkyrka,71-104,Women,Postgraduate education,23.6
0127,Botkyrka,71-104,Women,"Primary school, 9/10 years",575.2
0127,Botkyrka,71-104,Women,"Primary school, shorter than 9 years",791.6
0127,Botkyrka,71-104,Women,"Tertiary education, 2 years or longer",598.4
0127,Botkyrka,71-104,Women,"Tertiary education, shorter than 2 years",606.2
0127,Botkyrka,71-104,Women,Upper secondary school,1940.3
0128,Salem,18-22,Men,"Primary school, 9/10 years",518.0
0128,Salem,18-22,Men,"Tertiary education, 2 years or longer",22.4
0128,Salem,18-22,Men,"Tertiary education, shorter than 2 years",94.6
0128,Salem,18-22,Men,Upper secondary school,407.1
0128,Salem,18-22,Women,"Primary school, 9/10 years",442.9
0128,Salem,18-22,Women,"Primary school, shorter than 9 years",1.1
0128,Salem,18-22,Women,"Tertiary education, 2 years or longer",32.0
0128,Salem,18-22,Women,"Tertiary education, shorter than 2 years",112.1
0128,Salem,18-22,Women,Upper secondary school,380.0
0128,Salem,23-30,Men,Postgraduate education,0.7
0128,Salem,23-30,Men,"Primary school, 9/10 years",31.3
0128,Salem,23-30,Men,"Primary school, shorter than 9 years",4.7
0128,Salem,23-30,Men,"Tertiary education, 2 years or longer",63.4
0128,Salem,23-30,Men,"Tertiary education, shorter than 2 years",64.1
0128,Salem,23-30,Men,Upper secondary school,147.2
0128,Salem,23-30,Women,Postgraduate education,1.2
0128,Salem,23-30,Women,"Primary school, 9/10 years",16.7
0128,Salem,23-30,Women,"Primary school, shorter than 9 years",1.9
0128,Salem,23-30,Women,"Tertiary education, 2 years or longer",139.8
0128,Salem,23-30,Women,"Tertiary education, shorter than 2 years",71.4
0128,Salem,23-30,Women,Upper secondary school,133.9
0128,Salem,31-40,Men,Postgraduate education,5.7
0128,Salem,31-40,Men,"Primary school, 9/10 years",100.9
0128,Salem,31-40,Men,"Primary school, shorter than 9 years",23.6
0128,Salem,31-40,Men,"Tertiary education, 2 years or longer",223.0
0128,Salem,31-40,Men,"Tertiary education, shorter than 2 years",188.3
0128,Salem,31-40,Men,Upper secondary school,428.1
0128,Salem,31-40,Women,Postgraduate education,6.2
0128,Salem,31-40,Women,"Primary school, 9/10 years",45.6
0128,Salem,31-40,Women,"Primary school, shorter than 9 years",13.3
0128,Salem,31-40,Women,"Tertiary education, 2 years or longer",448.5
0128,Salem,31-40,Women,"Tertiary education, shorter than 2 years",210.0
0128,Salem,31-40,Women,Upper secondary school,380.1
0128,Salem,41-50,Men,Postgraduate education,16.6
